Frame,Timestamp,Event
6003,1744588349.9154768,Start Get Vehicle Position (on record.py Side)
6003,1744588349.9154873,End Get Vehicle Position (on record.py Side)
6003,1744588349.9142897,Start of Frame 6003
6003,1744588349.9214008,End of Frame 6003
6004,1744588349.9318807,Start Get Vehicle Position (on manual_control.py Side)
6004,1744588349.9318933,End Get Vehicle Position (on manual_control.py Side)
6004,1744588349.9318817,Start Get Vehicle Position (on record.py Side)
6004,1744588349.9318922,End Get Vehicle Position (on record.py Side)
6004,1744588349.9214098,Start of Frame 6004
6004,1744588349.9372396,End of Frame 6004
6005,1744588349.947531,Start Get Vehicle Position (on manual_control.py Side)
6005,1744588349.9475455,End Get Vehicle Position (on manual_control.py Side)
6005,1744588349.9475327,Start Get Vehicle Position (on record.py Side)
6005,1744588349.9475443,End Get Vehicle Position (on record.py Side)
6003,1744588349.9317684,Start of Saving Image: frame_6003.png
6003,1744588349.9486845,End of Saving Image: frame_6003.png
5920,1744588349.6821682,Start of Saving Image: frame_5920.png
5920,1744588349.9488096,End of Saving Image: frame_5920.png
6005,1744588349.9372454,Start of Frame 6005
6005,1744588349.9584265,End of Frame 6005
6005,1744588349.962504,Start Get Vehicle Position (on manual_control.py Side)
6005,1744588349.9625251,End Get Vehicle Position (on manual_control.py Side)
6005,1744588349.9625056,Start Get Vehicle Position (on record.py Side)
6005,1744588349.962524,End Get Vehicle Position (on record.py Side)
6004,1744588349.9539816,Start of Saving Image: frame_6004.png
6004,1744588349.964854,End of Saving Image: frame_6004.png
6005,1744588349.9584475,Start of Frame 6005
6005,1744588349.9778352,End of Frame 6005
6006,1744588349.9784994,Start Get Vehicle Position (on manual_control.py Side)
6006,1744588349.978518,End Get Vehicle Position (on manual_control.py Side)
6006,1744588349.9785006,Start Get Vehicle Position (on record.py Side)
6006,1744588349.9785168,End Get Vehicle Position (on record.py Side)
6005,1744588349.9719834,Start of Saving Image: frame_6005.png
6005,1744588349.9826486,End of Saving Image: frame_6005.png
6006,1744588349.9778464,Start of Frame 6006
6006,1744588349.9865594,End of Frame 6006
6007,1744588349.9948552,Start Get Vehicle Position (on manual_control.py Side)
6007,1744588349.994873,End Get Vehicle Position (on manual_control.py Side)
6007,1744588349.9948566,Start Get Vehicle Position (on record.py Side)
6007,1744588349.9948719,End Get Vehicle Position (on record.py Side)
6007,1744588349.9865696,Start of Frame 6007
6007,1744588350.0027974,End of Frame 6007
6008,1744588350.0104907,Start Get Vehicle Position (on manual_control.py Side)
6008,1744588350.0105062,End Get Vehicle Position (on manual_control.py Side)
6008,1744588350.010493,Start Get Vehicle Position (on record.py Side)
6008,1744588350.0105052,End Get Vehicle Position (on record.py Side)
6006,1744588349.9946427,Start of Saving Image: frame_6006.png
6006,1744588350.0118802,End of Saving Image: frame_6006.png
6008,1744588350.002806,Start of Frame 6008
6008,1744588350.018748,End of Frame 6008
6008,1744588350.0266263,Start Get Vehicle Position (on manual_control.py Side)
6008,1744588350.0266442,End Get Vehicle Position (on manual_control.py Side)
6008,1744588350.0266275,Start Get Vehicle Position (on record.py Side)
6008,1744588350.026643,End Get Vehicle Position (on record.py Side)
6007,1744588350.0122378,Start of Saving Image: frame_6007.png
6007,1744588350.027879,End of Saving Image: frame_6007.png
6008,1744588350.031988,Start of Saving Image: frame_6008.png
6008,1744588350.0399017,End of Saving Image: frame_6008.png
6008,1744588350.0187566,Start of Frame 6008
6008,1744588350.0399177,End of Frame 6008
6009,1744588350.0424807,Start Get Vehicle Position (on manual_control.py Side)
6009,1744588350.0424948,End Get Vehicle Position (on manual_control.py Side)
6009,1744588350.0424814,Start Get Vehicle Position (on record.py Side)
6009,1744588350.0424933,End Get Vehicle Position (on record.py Side)
6009,1744588350.0399225,Start of Frame 6009
6009,1744588350.04776,End of Frame 6009
6010,1744588350.0588539,Start Get Vehicle Position (on manual_control.py Side)
6010,1744588350.0588675,End Get Vehicle Position (on manual_control.py Side)
6010,1744588350.0588548,Start Get Vehicle Position (on record.py Side)
6010,1744588350.0588665,End Get Vehicle Position (on record.py Side)
6010,1744588350.0477684,Start of Frame 6010
6010,1744588350.06687,End of Frame 6010
6011,1744588350.0745442,Start Get Vehicle Position (on manual_control.py Side)
6011,1744588350.0745592,End Get Vehicle Position (on manual_control.py Side)
6011,1744588350.0745454,Start Get Vehicle Position (on record.py Side)
6011,1744588350.074558,End Get Vehicle Position (on record.py Side)
6009,1744588350.0587296,Start of Saving Image: frame_6009.png
6009,1744588350.0756185,End of Saving Image: frame_6009.png
6011,1744588350.0668836,Start of Frame 6011
6011,1744588350.08213,End of Frame 6011
6011,1744588350.090542,Start Get Vehicle Position (on manual_control.py Side)
6011,1744588350.0905569,End Get Vehicle Position (on manual_control.py Side)
6011,1744588350.090543,Start Get Vehicle Position (on record.py Side)
6011,1744588350.0905557,End Get Vehicle Position (on record.py Side)
6010,1744588350.0758762,Start of Saving Image: frame_6010.png
6010,1744588350.0916965,End of Saving Image: frame_6010.png
6011,1744588350.0920343,Start of Saving Image: frame_6011.png
6011,1744588350.0989704,End of Saving Image: frame_6011.png
6011,1744588350.0821376,Start of Frame 6011
6011,1744588350.1015007,End of Frame 6011
6012,1744588350.106467,Start Get Vehicle Position (on manual_control.py Side)
6012,1744588350.1064796,End Get Vehicle Position (on manual_control.py Side)
6012,1744588350.1064677,Start Get Vehicle Position (on record.py Side)
6012,1744588350.106479,End Get Vehicle Position (on record.py Side)
6012,1744588350.101513,Start of Frame 6012
6012,1744588350.11182,End of Frame 6012
6013,1744588350.122853,Start Get Vehicle Position (on manual_control.py Side)
6013,1744588350.1228719,End Get Vehicle Position (on manual_control.py Side)
6013,1744588350.1228545,Start Get Vehicle Position (on record.py Side)
6013,1744588350.1228702,End Get Vehicle Position (on record.py Side)
6013,1744588350.111831,Start of Frame 6013
6013,1744588350.131746,End of Frame 6013
6014,1744588350.1385078,Start Get Vehicle Position (on manual_control.py Side)
6014,1744588350.1385267,End Get Vehicle Position (on manual_control.py Side)
6014,1744588350.138509,Start Get Vehicle Position (on record.py Side)
6014,1744588350.1385255,End Get Vehicle Position (on record.py Side)
6012,1744588350.1227095,Start of Saving Image: frame_6012.png
6012,1744588350.1409101,End of Saving Image: frame_6012.png
6014,1744588350.1317606,Start of Frame 6014
6014,1744588350.1479292,End of Frame 6014
6014,1744588350.1545832,Start Get Vehicle Position (on manual_control.py Side)
6014,1744588350.1546035,End Get Vehicle Position (on manual_control.py Side)
6014,1744588350.1545844,Start Get Vehicle Position (on record.py Side)
6014,1744588350.1546023,End Get Vehicle Position (on record.py Side)
6013,1744588350.1412232,Start of Saving Image: frame_6013.png
6013,1744588350.1566608,End of Saving Image: frame_6013.png
6014,1744588350.1479425,Start of Frame 6014
6014,1744588350.1686776,End of Frame 6014
6015,1744588350.1705062,Start Get Vehicle Position (on manual_control.py Side)
6015,1744588350.1705267,End Get Vehicle Position (on manual_control.py Side)
6015,1744588350.1705077,Start Get Vehicle Position (on record.py Side)
6015,1744588350.1705256,End Get Vehicle Position (on record.py Side)
6014,1744588350.1607654,Start of Saving Image: frame_6014.png
6014,1744588350.1724596,End of Saving Image: frame_6014.png
5921,1744588349.9535563,Start of Saving Image: frame_5921.png
5921,1744588350.1751187,End of Saving Image: frame_5921.png
6015,1744588350.1686902,Start of Frame 6015
6015,1744588350.1834154,End of Frame 6015
6016,1744588350.186479,Start Get Vehicle Position (on manual_control.py Side)
6016,1744588350.186492,End Get Vehicle Position (on manual_control.py Side)
6016,1744588350.1864798,Start Get Vehicle Position (on record.py Side)
6016,1744588350.1864913,End Get Vehicle Position (on record.py Side)
6016,1744588350.1834226,Start of Frame 6016
6016,1744588350.1922674,End of Frame 6016
6017,1744588350.2025845,Start Get Vehicle Position (on manual_control.py Side)
6017,1744588350.2026,End Get Vehicle Position (on manual_control.py Side)
6017,1744588350.2025862,Start Get Vehicle Position (on record.py Side)
6017,1744588350.2025988,End Get Vehicle Position (on record.py Side)
6015,1744588350.186817,Start of Saving Image: frame_6015.png
6015,1744588350.2037404,End of Saving Image: frame_6015.png
6016,1744588350.203988,Start of Saving Image: frame_6016.png
6016,1744588350.2106204,End of Saving Image: frame_6016.png
6017,1744588350.1922812,Start of Frame 6017
6017,1744588350.2120397,End of Frame 6017
6017,1744588350.2184942,Start Get Vehicle Position (on manual_control.py Side)
6017,1744588350.2185135,End Get Vehicle Position (on manual_control.py Side)
6017,1744588350.2184954,Start Get Vehicle Position (on record.py Side)
6017,1744588350.2185097,End Get Vehicle Position (on record.py Side)
6017,1744588350.2201426,Start of Saving Image: frame_6017.png
6017,1744588350.2273188,End of Saving Image: frame_6017.png
6017,1744588350.2120469,Start of Frame 6017
6017,1744588350.2304778,End of Frame 6017
6018,1744588350.23449,Start Get Vehicle Position (on manual_control.py Side)
6018,1744588350.2345052,End Get Vehicle Position (on manual_control.py Side)
6018,1744588350.2344909,Start Get Vehicle Position (on record.py Side)
6018,1744588350.2345045,End Get Vehicle Position (on record.py Side)
6018,1744588350.2304819,Start of Frame 6018
6018,1744588350.2391677,End of Frame 6018
6019,1744588350.2508807,Start Get Vehicle Position (on manual_control.py Side)
6019,1744588350.2508929,End Get Vehicle Position (on manual_control.py Side)
6019,1744588350.2508814,Start Get Vehicle Position (on record.py Side)
6019,1744588350.2508917,End Get Vehicle Position (on record.py Side)
6019,1744588350.2391717,Start of Frame 6019
6019,1744588350.2567236,End of Frame 6019
6020,1744588350.2666733,Start Get Vehicle Position (on manual_control.py Side)
6020,1744588350.2666957,End Get Vehicle Position (on manual_control.py Side)
6020,1744588350.2666752,Start Get Vehicle Position (on record.py Side)
6020,1744588350.2666943,End Get Vehicle Position (on record.py Side)
6018,1744588350.2507834,Start of Saving Image: frame_6018.png
6018,1744588350.268808,End of Saving Image: frame_6018.png
6020,1744588350.2567346,Start of Frame 6020
6020,1744588350.2743754,End of Frame 6020
6020,1744588350.2825296,Start Get Vehicle Position (on manual_control.py Side)
6020,1744588350.2825453,End Get Vehicle Position (on manual_control.py Side)
6020,1744588350.2825308,Start Get Vehicle Position (on record.py Side)
6020,1744588350.2825444,End Get Vehicle Position (on record.py Side)
6019,1744588350.2690628,Start of Saving Image: frame_6019.png
6019,1744588350.2837005,End of Saving Image: frame_6019.png
6020,1744588350.2839215,Start of Saving Image: frame_6020.png
6020,1744588350.2906523,End of Saving Image: frame_6020.png
6020,1744588350.274384,Start of Frame 6020
6020,1744588350.2957282,End of Frame 6020
6021,1744588350.2985036,Start Get Vehicle Position (on manual_control.py Side)
6021,1744588350.2985227,End Get Vehicle Position (on manual_control.py Side)
6021,1744588350.298505,Start Get Vehicle Position (on record.py Side)
6021,1744588350.2985213,End Get Vehicle Position (on record.py Side)
6021,1744588350.2957387,Start of Frame 6021
6021,1744588350.304281,End of Frame 6021
6022,1744588350.3148766,Start Get Vehicle Position (on manual_control.py Side)
6022,1744588350.31489,End Get Vehicle Position (on manual_control.py Side)
6022,1744588350.3148777,Start Get Vehicle Position (on record.py Side)
6022,1744588350.314889,End Get Vehicle Position (on record.py Side)
6022,1744588350.3042915,Start of Frame 6022
6022,1744588350.3220394,End of Frame 6022
6023,1744588350.3305733,Start Get Vehicle Position (on manual_control.py Side)
6023,1744588350.330594,End Get Vehicle Position (on manual_control.py Side)
6023,1744588350.3305745,Start Get Vehicle Position (on record.py Side)
6023,1744588350.3305929,End Get Vehicle Position (on record.py Side)
6021,1744588350.3147826,Start of Saving Image: frame_6021.png
6021,1744588350.3323073,End of Saving Image: frame_6021.png
6023,1744588350.3220503,Start of Frame 6023
6023,1744588350.3370848,End of Frame 6023
6023,1744588350.346588,Start Get Vehicle Position (on manual_control.py Side)
6023,1744588350.3466027,End Get Vehicle Position (on manual_control.py Side)
6023,1744588350.3465889,Start Get Vehicle Position (on record.py Side)
6023,1744588350.3466015,End Get Vehicle Position (on record.py Side)
6022,1744588350.3327353,Start of Saving Image: frame_6022.png
6022,1744588350.3477159,End of Saving Image: frame_6022.png
6023,1744588350.3479314,Start of Saving Image: frame_6023.png
6023,1744588350.3545716,End of Saving Image: frame_6023.png
6023,1744588350.337092,Start of Frame 6023
6023,1744588350.3572176,End of Frame 6023
6024,1744588350.362478,Start Get Vehicle Position (on manual_control.py Side)
6024,1744588350.3624918,End Get Vehicle Position (on manual_control.py Side)
6024,1744588350.3624792,Start Get Vehicle Position (on record.py Side)
6024,1744588350.3624911,End Get Vehicle Position (on record.py Side)
5922,1744588350.1865294,Start of Saving Image: frame_5922.png
5922,1744588350.3676732,End of Saving Image: frame_5922.png
6024,1744588350.3572211,Start of Frame 6024
6024,1744588350.3721669,End of Frame 6024
6025,1744588350.3796709,Start Get Vehicle Position (on manual_control.py Side)
6025,1744588350.37969,End Get Vehicle Position (on manual_control.py Side)
6025,1744588350.3796723,Start Get Vehicle Position (on record.py Side)
6025,1744588350.379689,End Get Vehicle Position (on record.py Side)
6024,1744588350.3661895,Start of Saving Image: frame_6024.png
6024,1744588350.3811927,End of Saving Image: frame_6024.png
6025,1744588350.372174,Start of Frame 6025
6025,1744588350.384695,End of Frame 6025
6026,1744588350.3958678,Start Get Vehicle Position (on manual_control.py Side)
6026,1744588350.3958812,End Get Vehicle Position (on manual_control.py Side)
6026,1744588350.3958688,Start Get Vehicle Position (on record.py Side)
6026,1744588350.3958802,End Get Vehicle Position (on record.py Side)
6026,1744588350.3846998,Start of Frame 6026
6026,1744588350.4009147,End of Frame 6026
6027,1744588350.4115245,Start Get Vehicle Position (on manual_control.py Side)
6027,1744588350.4115489,End Get Vehicle Position (on manual_control.py Side)
6027,1744588350.4115257,Start Get Vehicle Position (on record.py Side)
6027,1744588350.4115477,End Get Vehicle Position (on record.py Side)
6025,1744588350.3957481,Start of Saving Image: frame_6025.png
6025,1744588350.4126627,End of Saving Image: frame_6025.png
6026,1744588350.4129438,Start of Saving Image: frame_6026.png
6026,1744588350.4199831,End of Saving Image: frame_6026.png
6027,1744588350.4009202,Start of Frame 6027
6027,1744588350.4210684,End of Frame 6027
6027,1744588350.427481,Start Get Vehicle Position (on manual_control.py Side)
6027,1744588350.4274955,End Get Vehicle Position (on manual_control.py Side)
6027,1744588350.427482,Start Get Vehicle Position (on record.py Side)
6027,1744588350.4274948,End Get Vehicle Position (on record.py Side)
6027,1744588350.4210732,Start of Frame 6027
6027,1744588350.4324615,End of Frame 6027
6028,1744588350.4435284,Start Get Vehicle Position (on manual_control.py Side)
6028,1744588350.4435441,End Get Vehicle Position (on manual_control.py Side)
6028,1744588350.4435298,Start Get Vehicle Position (on record.py Side)
6028,1744588350.4435427,End Get Vehicle Position (on record.py Side)
6027,1744588350.429703,Start of Saving Image: frame_6027.png
6027,1744588350.4446623,End of Saving Image: frame_6027.png
6028,1744588350.432471,Start of Frame 6028
6028,1744588350.4497364,End of Frame 6028
6029,1744588350.4597654,Start Get Vehicle Position (on manual_control.py Side)
6029,1744588350.4597788,End Get Vehicle Position (on manual_control.py Side)
6029,1744588350.4597664,Start Get Vehicle Position (on record.py Side)
6029,1744588350.4597776,End Get Vehicle Position (on record.py Side)
6029,1744588350.4497428,Start of Frame 6029
6029,1744588350.4660063,End of Frame 6029
6030,1744588350.475592,Start Get Vehicle Position (on manual_control.py Side)
6030,1744588350.475612,End Get Vehicle Position (on manual_control.py Side)
6030,1744588350.4755938,Start Get Vehicle Position (on record.py Side)
6030,1744588350.4756107,End Get Vehicle Position (on record.py Side)
6028,1744588350.4596286,Start of Saving Image: frame_6028.png
6028,1744588350.477521,End of Saving Image: frame_6028.png
6029,1744588350.4777753,Start of Saving Image: frame_6029.png
6029,1744588350.484946,End of Saving Image: frame_6029.png
6030,1744588350.466018,Start of Frame 6030
6030,1744588350.4849896,End of Frame 6030
6030,1744588350.491481,Start Get Vehicle Position (on manual_control.py Side)
6030,1744588350.4914954,End Get Vehicle Position (on manual_control.py Side)
6030,1744588350.4914818,Start Get Vehicle Position (on record.py Side)
6030,1744588350.4914944,End Get Vehicle Position (on record.py Side)
6030,1744588350.4849946,Start of Frame 6030
6030,1744588350.4972441,End of Frame 6030
6031,1744588350.5078435,Start Get Vehicle Position (on manual_control.py Side)
6031,1744588350.5078635,End Get Vehicle Position (on manual_control.py Side)
6031,1744588350.5078452,Start Get Vehicle Position (on record.py Side)
6031,1744588350.5078623,End Get Vehicle Position (on record.py Side)
6031,1744588350.4972537,Start of Frame 6031
6031,1744588350.514628,End of Frame 6031
6032,1744588350.523611,Start Get Vehicle Position (on manual_control.py Side)
6032,1744588350.5236247,End Get Vehicle Position (on manual_control.py Side)
6032,1744588350.5236123,Start Get Vehicle Position (on record.py Side)
6032,1744588350.523624,End Get Vehicle Position (on record.py Side)
6030,1744588350.5077145,Start of Saving Image: frame_6030.png
6030,1744588350.5247114,End of Saving Image: frame_6030.png
6032,1744588350.5146384,Start of Frame 6032
6032,1744588350.529082,End of Frame 6032
6033,1744588350.5395508,Start Get Vehicle Position (on manual_control.py Side)
6033,1744588350.5395656,End Get Vehicle Position (on manual_control.py Side)
6033,1744588350.5395515,Start Get Vehicle Position (on record.py Side)
6033,1744588350.5395625,End Get Vehicle Position (on record.py Side)
6031,1744588350.5249605,Start of Saving Image: frame_6031.png
6031,1744588350.540684,End of Saving Image: frame_6031.png
5923,1744588350.3720558,Start of Saving Image: frame_5923.png
5923,1744588350.5407364,End of Saving Image: frame_5923.png
6033,1744588350.5290916,Start of Frame 6033
6033,1744588350.5510783,End of Frame 6033
6033,1744588350.5554743,Start Get Vehicle Position (on manual_control.py Side)
6033,1744588350.5554872,End Get Vehicle Position (on manual_control.py Side)
6033,1744588350.555475,Start Get Vehicle Position (on record.py Side)
6033,1744588350.5554864,End Get Vehicle Position (on record.py Side)
6032,1744588350.540932,Start of Saving Image: frame_6032.png
6032,1744588350.5569165,End of Saving Image: frame_6032.png
6033,1744588350.5510862,Start of Frame 6033
6033,1744588350.5611446,End of Frame 6033
6034,1744588350.571856,Start Get Vehicle Position (on manual_control.py Side)
6034,1744588350.5718708,End Get Vehicle Position (on manual_control.py Side)
6034,1744588350.5718572,Start Get Vehicle Position (on record.py Side)
6034,1744588350.5718696,End Get Vehicle Position (on record.py Side)
6034,1744588350.561151,Start of Frame 6034
6034,1744588350.5781183,End of Frame 6034
6035,1744588350.5875795,Start Get Vehicle Position (on manual_control.py Side)
6035,1744588350.5875947,End Get Vehicle Position (on manual_control.py Side)
6035,1744588350.5875807,Start Get Vehicle Position (on record.py Side)
6035,1744588350.5875938,End Get Vehicle Position (on record.py Side)
6033,1744588350.571739,Start of Saving Image: frame_6033.png
6033,1744588350.5887697,End of Saving Image: frame_6033.png
6035,1744588350.5781245,Start of Frame 6035
6035,1744588350.5944903,End of Frame 6035
6035,1744588350.6034973,Start Get Vehicle Position (on manual_control.py Side)
6035,1744588350.6035104,End Get Vehicle Position (on manual_control.py Side)
6035,1744588350.6034985,Start Get Vehicle Position (on record.py Side)
6035,1744588350.6035094,End Get Vehicle Position (on record.py Side)
6034,1744588350.5890095,Start of Saving Image: frame_6034.png
6034,1744588350.6046503,End of Saving Image: frame_6034.png
6035,1744588350.607402,Start of Saving Image: frame_6035.png
6035,1744588350.6140666,End of Saving Image: frame_6035.png
6035,1744588350.5944965,Start of Frame 6035
6035,1744588350.6153708,End of Frame 6035
6036,1744588350.619482,Start Get Vehicle Position (on manual_control.py Side)
6036,1744588350.6194968,End Get Vehicle Position (on manual_control.py Side)
6036,1744588350.6194832,Start Get Vehicle Position (on record.py Side)
6036,1744588350.6194954,End Get Vehicle Position (on record.py Side)
6036,1744588350.6153777,Start of Frame 6036
6036,1744588350.6246347,End of Frame 6036
6037,1744588350.6355405,Start Get Vehicle Position (on manual_control.py Side)
6037,1744588350.6355555,End Get Vehicle Position (on manual_control.py Side)
6037,1744588350.6355414,Start Get Vehicle Position (on record.py Side)
6037,1744588350.6355546,End Get Vehicle Position (on record.py Side)
6037,1744588350.6246402,Start of Frame 6037
6037,1744588350.6421185,End of Frame 6037
6038,1744588350.6515663,Start Get Vehicle Position (on manual_control.py Side)
6038,1744588350.6515853,End Get Vehicle Position (on manual_control.py Side)
6038,1744588350.651568,Start Get Vehicle Position (on record.py Side)
6038,1744588350.6515841,End Get Vehicle Position (on record.py Side)
6036,1744588350.6245065,Start of Saving Image: frame_6036.png
6036,1744588350.6537588,End of Saving Image: frame_6036.png
6038,1744588350.6421309,Start of Frame 6038
6038,1744588350.659023,End of Frame 6038
6039,1744588350.6675506,Start Get Vehicle Position (on manual_control.py Side)
6039,1744588350.6675665,End Get Vehicle Position (on manual_control.py Side)
6039,1744588350.6675515,Start Get Vehicle Position (on record.py Side)
6039,1744588350.6675653,End Get Vehicle Position (on record.py Side)
6037,1744588350.6540987,Start of Saving Image: frame_6037.png
6037,1744588350.668726,End of Saving Image: frame_6037.png
6039,1744588350.6590352,Start of Frame 6039
6039,1744588350.673119,End of Frame 6039
6040,1744588350.6835804,Start Get Vehicle Position (on manual_control.py Side)
6040,1744588350.6835957,End Get Vehicle Position (on manual_control.py Side)
6040,1744588350.683582,Start Get Vehicle Position (on record.py Side)
6040,1744588350.6835947,End Get Vehicle Position (on record.py Side)
6038,1744588350.6690254,Start of Saving Image: frame_6038.png
6038,1744588350.6847079,End of Saving Image: frame_6038.png
6040,1744588350.6731277,Start of Frame 6040
6040,1744588350.6908128,End of Frame 6040
6041,1744588350.6996222,Start Get Vehicle Position (on manual_control.py Side)
6041,1744588350.6996408,End Get Vehicle Position (on manual_control.py Side)
6041,1744588350.6996233,Start Get Vehicle Position (on record.py Side)
6041,1744588350.6996396,End Get Vehicle Position (on record.py Side)
6039,1744588350.6850195,Start of Saving Image: frame_6039.png
6039,1744588350.701553,End of Saving Image: frame_6039.png
6041,1744588350.6908257,Start of Frame 6041
6041,1744588350.7088432,End of Frame 6041
6041,1744588350.7155354,Start Get Vehicle Position (on manual_control.py Side)
6041,1744588350.7155554,End Get Vehicle Position (on manual_control.py Side)
6041,1744588350.7155368,Start Get Vehicle Position (on record.py Side)
6041,1744588350.7155542,End Get Vehicle Position (on record.py Side)
6040,1744588350.7035015,Start of Saving Image: frame_6040.png
6040,1744588350.7176154,End of Saving Image: frame_6040.png
6041,1744588350.71785,Start of Saving Image: frame_6041.png
6041,1744588350.724215,End of Saving Image: frame_6041.png
5924,1744588350.5483305,Start of Saving Image: frame_5924.png
5924,1744588350.7249649,End of Saving Image: frame_5924.png
6041,1744588350.7088537,Start of Frame 6041
6041,1744588350.7292082,End of Frame 6041
6042,1744588350.7314675,Start Get Vehicle Position (on manual_control.py Side)
6042,1744588350.7314806,End Get Vehicle Position (on manual_control.py Side)
6042,1744588350.7314682,Start Get Vehicle Position (on record.py Side)
6042,1744588350.73148,End Get Vehicle Position (on record.py Side)
6042,1744588350.7292137,Start of Frame 6042
6042,1744588350.7361076,End of Frame 6042
6043,1744588350.747793,Start Get Vehicle Position (on manual_control.py Side)
6043,1744588350.7478037,End Get Vehicle Position (on manual_control.py Side)
6043,1744588350.7477937,Start Get Vehicle Position (on record.py Side)
6043,1744588350.7478027,End Get Vehicle Position (on record.py Side)
6043,1744588350.736114,Start of Frame 6043
6043,1744588350.7529051,End of Frame 6043
6044,1744588350.7636476,Start Get Vehicle Position (on manual_control.py Side)
6044,1744588350.763667,End Get Vehicle Position (on manual_control.py Side)
6044,1744588350.7636487,Start Get Vehicle Position (on record.py Side)
6044,1744588350.7636662,End Get Vehicle Position (on record.py Side)
6042,1744588350.7477143,Start of Saving Image: frame_6042.png
6042,1744588350.7649133,End of Saving Image: frame_6042.png
6043,1744588350.7651641,Start of Saving Image: frame_6043.png
6043,1744588350.7720869,End of Saving Image: frame_6043.png
6044,1744588350.7529142,Start of Frame 6044
6044,1744588350.7721856,End of Frame 6044
6045,1744588350.779471,Start Get Vehicle Position (on manual_control.py Side)
6045,1744588350.7794847,End Get Vehicle Position (on manual_control.py Side)
6045,1744588350.779472,Start Get Vehicle Position (on record.py Side)
6045,1744588350.7794833,End Get Vehicle Position (on record.py Side)
6044,1744588350.7810166,Start of Saving Image: frame_6044.png
6044,1744588350.7882578,End of Saving Image: frame_6044.png
6045,1744588350.772193,Start of Frame 6045
6045,1744588350.7907665,End of Frame 6045
6045,1744588350.7954967,Start Get Vehicle Position (on manual_control.py Side)
6045,1744588350.7955155,End Get Vehicle Position (on manual_control.py Side)
6045,1744588350.795498,Start Get Vehicle Position (on record.py Side)
6045,1744588350.7955146,End Get Vehicle Position (on record.py Side)
6045,1744588350.7989867,Start of Saving Image: frame_6045.png
6045,1744588350.805916,End of Saving Image: frame_6045.png
6045,1744588350.7907743,Start of Frame 6045
6045,1744588350.8070233,End of Frame 6045
6046,1744588350.8114865,Start Get Vehicle Position (on manual_control.py Side)
6046,1744588350.8115022,End Get Vehicle Position (on manual_control.py Side)
6046,1744588350.8114872,Start Get Vehicle Position (on record.py Side)
6046,1744588350.8115008,End Get Vehicle Position (on record.py Side)
6046,1744588350.807029,Start of Frame 6046
6046,1744588350.817025,End of Frame 6046
6047,1744588350.827911,Start Get Vehicle Position (on manual_control.py Side)
6047,1744588350.8279316,End Get Vehicle Position (on manual_control.py Side)
6047,1744588350.827912,Start Get Vehicle Position (on record.py Side)
6047,1744588350.8279305,End Get Vehicle Position (on record.py Side)
6047,1744588350.8170369,Start of Frame 6047
6047,1744588350.8363285,End of Frame 6047
6048,1744588350.8435411,Start Get Vehicle Position (on manual_control.py Side)
6048,1744588350.843556,End Get Vehicle Position (on manual_control.py Side)
6048,1744588350.8435423,Start Get Vehicle Position (on record.py Side)
6048,1744588350.8435547,End Get Vehicle Position (on record.py Side)
6046,1744588350.8277388,Start of Saving Image: frame_6046.png
6046,1744588350.8446124,End of Saving Image: frame_6046.png
6048,1744588350.8363376,Start of Frame 6048
6048,1744588350.8482115,End of Frame 6048
6049,1744588350.8595858,Start Get Vehicle Position (on manual_control.py Side)
6049,1744588350.8596,End Get Vehicle Position (on manual_control.py Side)
6049,1744588350.8595867,Start Get Vehicle Position (on record.py Side)
6049,1744588350.859599,End Get Vehicle Position (on record.py Side)
6047,1744588350.844904,Start of Saving Image: frame_6047.png
6047,1744588350.8607805,End of Saving Image: frame_6047.png
5925,1744588350.7290897,Start of Saving Image: frame_5925.png
5925,1744588350.8615482,End of Saving Image: frame_5925.png
6049,1744588350.8482184,Start of Frame 6049
6049,1744588350.868259,End of Frame 6049
6049,1744588350.875563,Start Get Vehicle Position (on manual_control.py Side)
6049,1744588350.8755794,End Get Vehicle Position (on manual_control.py Side)
6049,1744588350.875564,Start Get Vehicle Position (on record.py Side)
6049,1744588350.8755786,End Get Vehicle Position (on record.py Side)
6048,1744588350.8610785,Start of Saving Image: frame_6048.png
6048,1744588350.8833401,End of Saving Image: frame_6048.png
6049,1744588350.8682733,Start of Frame 6049
6049,1744588350.8892763,End of Frame 6049
6050,1744588350.8914802,Start Get Vehicle Position (on manual_control.py Side)
6050,1744588350.8914957,End Get Vehicle Position (on manual_control.py Side)
6050,1744588350.8914814,Start Get Vehicle Position (on record.py Side)
6050,1744588350.8914948,End Get Vehicle Position (on record.py Side)
6049,1744588350.8836048,Start of Saving Image: frame_6049.png
6049,1744588350.8926687,End of Saving Image: frame_6049.png
6050,1744588350.8892825,Start of Frame 6050
6050,1744588350.8979852,End of Frame 6050
6051,1744588350.9078572,Start Get Vehicle Position (on manual_control.py Side)
6051,1744588350.9078703,End Get Vehicle Position (on manual_control.py Side)
6051,1744588350.9078581,Start Get Vehicle Position (on record.py Side)
6051,1744588350.9078689,End Get Vehicle Position (on record.py Side)
6051,1744588350.8979955,Start of Frame 6051
6051,1744588350.9135962,End of Frame 6051
6052,1744588350.9235234,Start Get Vehicle Position (on manual_control.py Side)
6052,1744588350.923541,End Get Vehicle Position (on manual_control.py Side)
6052,1744588350.9235244,Start Get Vehicle Position (on record.py Side)
